"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","pitch_count_fastball","pitch_count_breaking","pitch_count","whiff_percent","swing_percent"
"Harper, Bryce",547180,2020,244,17.6,20.1,".400",".454",33.3,17.3,50.7,"104.136840278","96.785819375",542,247,973,28.6,45.9
"Abreu, José",547989,2020,262,22.5,6.9,".411",".399",37.4,14.3,53.3,"104.315308571","96.898123022",566,327,1027,30.1,48.5
"Suárez, Eugenio",553993,2020,231,29,13,".332",".342",29.5,14.4,44.7,"101.191154545","94.886730076",587,303,999,31.7,41.7
"González, Erik",570481,2020,193,26.4,4.1,".262",".293",33.6,6.7,44,"100.617211515","94.399348561",382,206,661,32,53.4
"Arenado, Nolan",571448,2020,201,10,7.5,".308",".288",27.1,5.4,33.7,"98.207786506","93.152140723",399,186,684,17.9,48.1
"Muncy, Max",571970,2020,248,24.2,15.7,".316",".360",29,12.4,40,"99.706862329","94.042931517",549,339,1100,26.8,36.6
"Myers, Wil",571976,2020,218,25.7,8.3,".400",".396",40.8,14.8,45.8,"101.631815571","95.352673957",442,270,843,25.9,42.6
"Pollock, AJ",572041,2020,210,21.4,5.7,".364",".345",37.9,10.5,43.1,"100.207984474","94.434710861",381,245,746,24.7,47.7
"Seager, Kyle",572122,2020,248,13.3,12.9,".338",".365",30.7,10.2,39.8,"98.417159318","93.543557614",501,265,963,20.4,40.3
"Voit, Luke",572228,2020,234,23.1,7.3,".393",".389",37.5,13.1,40,"100.684343544","94.623051203",475,304,910,27.6,52.1
"Walker, Christian",572233,2020,243,20.6,7.8,".339",".339",34.5,6.4,48.5,"101.908890353","95.476667059",566,257,962,27.1,51.8
"Dickerson, Corey",572816,2020,210,16.7,7.1,".308",".305",25.8,5.7,30.8,"97.061493671","92.538034367",509,179,861,25.7,53.4
"Yastrzemski, Mike",573262,2020,225,24.4,13.3,".407",".364",35,10.9,42.3,"99.26844913","93.715521022",583,219,940,24.7,39.1
"Contreras, Willson",575929,2020,225,25.3,8.9,".336",".353",35.8,10.4,47.8,"102.281617612","95.465128571",527,255,871,33.8,47.9
"Canha, Mark",592192,2020,243,22.2,15.2,".351",".359",37.3,7.7,39.4,"98.907806143","93.708491143",580,289,1063,24,38
"Castellanos, Nick",592206,2020,242,28.5,7.9,".329",".375",39.3,16,46.7,"100.5504196","94.703394832",497,370,966,34.2,51.8
"Machado, Manny",592518,2020,254,14.6,10.2,".391",".385",34.6,11,43.5,"102.695949158","95.565070368",559,247,936,21.7,46.7
"Moran, Colin",592567,2020,200,26,9.5,".340",".350",32.3,13.4,47.2,"102.613770159","95.95598352",481,201,809,28,49.9
"Realmuto, J.T.",592663,2020,195,24.6,8.2,".361",".356",32.8,13.6,42.4,"101.277934921","95.12123304",422,237,742,29.8,45.3
"Rosario, Eddie",592696,2020,231,14.7,8.2,".333",".318",30.3,6.2,35.4,"97.149699091","92.643316171",444,241,828,22.6,51.9
"Yelich, Christian",592885,2020,247,30.8,18.6,".343",".374",32.3,12.1,55.6,"103.843596557","97.02065123",612,333,1100,33.6,34.6
"Merrifield, Whit",593160,2020,265,12.5,4.5,".329",".336",39.8,5.1,27.3,"95.855324206","91.961579112",527,321,996,16.3,49.3
"Bogaerts, Xander",593428,2020,225,18.2,9.3,".368",".340",31.3,8.6,36.8,"99.721139136","94.010233642",548,270,967,23,43.6
"Alberto, Hanser",593643,2020,231,13,2.2,".301",".261",32.6,1,20.7,"93.472612717","90.856123497",437,240,760,16.9,62.9
"Polanco, Jorge",593871,2020,226,15.5,5.8,".289",".304",39,2.8,33.3,"96.651106591","92.358275714",467,249,901,16.8,43.7
"Sanó, Miguel",593934,2020,205,43.9,8.8,".317",".326",31.3,22.9,57.3,"107.128241875","98.788112737",473,291,869,42.6,47.3
"Calhoun, Kole",594777,2020,228,21.9,12.3,".362",".379",36.1,11.8,38.2,"99.503862113","93.982617872",536,225,901,32.7,46.8
"Duvall, Adam",594807,2020,209,25.8,7.2,".348",".342",30.7,13.9,40.1,"100.670608824","94.472182941",433,247,798,27.1,49
"Profar, Jurickson",595777,2020,202,13.9,7.4,".335",".338",35.5,3.2,27.7,"96.940536711","92.4870825",501,188,837,20.1,47.1
"Báez, Javier",595879,2020,235,31.9,3,".256",".275",24.8,8.1,40.3,"101.31207375","94.809897708",474,338,909,38.2,53.2
"Lindor, Francisco",596019,2020,266,15.4,9,".324",".346",36.5,5.6,41.1,"99.684694433","94.059685052",597,295,1118,20.3,48.9
"Story, Trevor",596115,2020,259,24.3,9.3,".370",".335",40.1,8.7,41.3,"100.396057209","94.467090526",641,236,1036,25.7,45.8
"Kepler, Max",596146,2020,196,18.4,11.2,".328",".340",30.9,5.1,38.2,"99.204226765","93.676104222",425,216,770,21.2,44.8
"Franco, Maikel",596748,2020,243,15.6,6.6,".329",".307",33.3,5.8,38.6,"100.224684468","94.175420214",464,349,944,24.6,49.9
"Bradley Jr., Jackie",598265,2020,217,22.1,10.6,".352",".301",28.5,7.6,36.4,"98.602853571","93.472785429",496,182,836,26.1,45.3
"La Stella, Tommy",600303,2020,228,5.3,11.8,".355",".348",32.1,4.8,28.3,"96.273957849","92.214603892",586,185,940,11.2,38.1
"Núñez, Renato",600524,2020,216,29.6,7.9,".347",".315",37.9,12.1,36.4,"98.851627273","93.444118636",492,292,893,30.1,52.1
"Candelario, Jeimer",600869,2020,206,23.8,9.7,".373",".356",37.5,10.3,47.1,"101.954374925","95.267632164",426,248,844,27.9,45
"Ahmed, Nick",605113,2020,217,21.2,8.3,".318",".304",30.1,5.2,33.3,"97.979172667","93.079952",457,253,832,27.4,48.2
"Anderson, Brian",605119,2020,229,28.8,9.6,".348",".324",34.8,9.6,39.3,"99.102413382","93.651971037",490,265,888,34.4,49.1
"Bell, Josh",605137,2020,223,26.5,9.9,".286",".293",24.3,8.6,42.9,"102.09961","95.3740285",458,224,857,33.6,45.9
"Betts, Mookie",605141,2020,246,15.4,9.8,".390",".362",40.1,7.7,43.4,"99.966803556","94.311948056",561,232,930,13.8,40.5
"Davis, J.D.",605204,2020,229,24.5,13.5,".339",".355",29.6,8.9,45.2,"102.105949851","95.319305299",597,217,951,29.3,44.9
"Arcia, Orlando",606115,2020,189,16.9,7.4,".317",".338",37.3,5.6,38.7,"99.346351","93.890230143",404,227,703,23.1,46.8
"Tapia, Raimel",606132,2020,206,18.4,6.8,".338",".285",28.7,2,30,"96.593740405","92.307061689",538,137,805,18.7,51.1
"Hernández, Teoscar",606192,2020,207,30.4,6.8,".384",".401",40.6,18,53.1,"104.846097031","97.246447559",456,254,840,34.9,46.4
"Marte, Ketel",606466,2020,195,10.8,3.6,".316",".306",28.8,3.7,40.5,"100.204872785","94.245687975",410,118,695,14.1,45
"Nimmo, Brandon",607043,2020,225,19.1,14.7,".387",".359",30.8,7.7,32.9,"97.980723714","93.071893214",619,220,978,21.6,41.6
"Turner, Trea",607208,2020,259,13.9,8.5,".413",".383",34.2,9.5,40.7,"100.635350612","94.552732551",633,244,1033,19.6,46.9
"Pillar, Kevin",607680,2020,223,18.4,5.8,".341",".328",34.7,5.4,36.5,"98.092420244","93.134598773",459,216,829,25.3,51.9
"Ramírez, José",608070,2020,254,16.9,12.2,".415",".373",36.7,10.2,35.6,"99.264116591","93.668352686",585,328,1146,16.6,41.4
"Gallo, Joey",608336,2020,226,35,12.8,".297",".315",28.9,14,43.9,"102.04771537","95.481172685",544,254,956,37.4,43.6
"Seager, Corey",608369,2020,232,15.9,7.3,".394",".430",38.4,15.8,55.9,"103.805088736","96.925112586",422,229,807,25.8,55.6
"Mondesi, Adalberto",609275,2020,233,30,4.7,".305",".267",19.9,7.3,39.1,"100.463874118","94.6236125",422,228,847,40,54.5
"Reyes, Franmil",614177,2020,241,28.6,10,".341",".342",31.3,12.9,44.9,"103.394751806","96.328288182",528,327,982,38.5,46
"Swanson, Dansby",621020,2020,264,26.9,8.3,".348",".354",40.7,11.4,40.7,"99.696452771","94.009281333",600,341,1060,31.6,47.2
"Taylor, Chris",621035,2020,214,25.7,12.1,".364",".371",35.1,11.5,45,"101.014144762","94.70205312",463,266,858,32.5,44.9
"Correa, Carlos",621043,2020,221,22.2,7.2,".308",".311",26.1,5.9,42.1,"99.799884079","94.072529338",479,266,870,24.4,47.1
"Olson, Matt",621566,2020,245,31.4,13.9,".316",".340",30.1,12.8,45.9,"102.764032969","95.948013281",592,222,1002,34.8,42.7
"Reyes, Victor",622682,2020,213,21.1,4.2,".307",".329",39.5,3.8,41.4,"98.63923961","93.618739286",470,220,810,26.4,54.2
"Alonso, Pete",624413,2020,239,25.5,10,".342",".334",30.4,12.8,41.2,"102.386786986","95.44273469",566,273,929,30.4,46.1
"Biggio, Cavan",624415,2020,265,23,15.5,".355",".315",31.4,5,30.8,"96.787761519","92.575247452",705,229,1112,23,36.3
"Conforto, Michael",624424,2020,233,24.5,10.3,".401",".374",38.6,11,36.6,"99.863468082","94.033462897",502,275,932,26,44.2
"Frazier, Adam",624428,2020,230,15.2,7.4,".291",".309",34.9,4,25.1,"95.606103488","91.803051744",555,214,885,16.6,46.2
"Cronenworth, Jake",630105,2020,192,15.6,9.4,".356",".393",37.8,10.5,42.7,"99.954348592","94.317753732",477,159,754,16.7,39.8
"Anderson, Tim",641313,2020,221,22.6,4.5,".376",".352",33.3,10.1,35.8,"99.049571899","93.615060633",427,251,786,30.9,55.2
"Bellinger, Cody",641355,2020,243,17.3,12.3,".337",".374",29.2,9.4,41.5,"100.513292857","94.455236287",579,224,967,23.3,47.6
"Crawford, J.P.",641487,2020,232,16.8,9.9,".303",".318",34.1,1.8,31.1,"97.315126098","92.657563049",591,188,935,18.2,41.1
"Dozier, Hunter",641531,2020,186,25.8,14.5,".326",".331",26.4,8.2,30.9,"98.298979455","93.253164404",374,260,725,30.9,41.9
"Lewis, Kyle",641786,2020,242,29.3,14,".349",".344",37.2,11.7,35,"98.801784265","93.501654412",564,254,982,36.3,43.2
"McMahon, Ryan",641857,2020,193,34.2,9.3,".308",".296",27.1,11.2,43,"101.166563962","94.858618952",512,179,841,31.7,47.3
"Smith, Dominic",642086,2020,199,22.6,7,".412",".392",43,13.3,46.7,"100.278953134","94.610905149",451,183,757,26,51.9
"Adames, Willy",642715,2020,205,36.1,9.8,".347",".307",36.9,9.9,40.5,"100.611447818","94.419791091",453,233,826,38.7,46.2
"Kiner-Falefa, Isiah",643396,2020,228,14,6.1,".307",".294",22.2,2.2,31.1,"96.603922889","92.344912179",462,230,799,15.8,47.4
"McNeil, Jeff",643446,2020,209,11.5,9.6,".360",".337",37,2.5,26.5,"95.63896284","91.861592484",451,217,804,17.5,57
"Robles, Victor",645302,2020,189,28,4.8,".273",".262",37.3,1.7,22.9,"94.70035","91.585986903",470,191,756,27.9,50.3
"Devers, Rafael",646240,2020,248,27,5.2,".337",".328",33.3,12.1,43.6,"102.902087073","95.998599329",597,241,980,31.7,55
"Jiménez, Eloy",650391,2020,226,24.8,5.3,".373",".364",32.9,16.5,55.7,"103.874396076","96.948955223",371,318,805,29.2,54.4
"Schwarber, Kyle",656941,2020,224,29.5,13.4,".307",".340",28.8,11.2,47.2,"103.130327705","96.271187438",548,288,955,28,42.9
"Verdugo, Alex",657077,2020,221,20.4,7.7,".362",".299",31.2,6.4,34.4,"98.021422025","93.054003567",570,197,923,18.7,42.8
"White, Evan",657108,2020,202,41.6,8.9,".261",".292",27.3,14.1,52.5,"102.396977755","95.801080408",499,221,828,38,43.8
"Laureano, Ramón",657656,2020,222,26.1,10.8,".315",".338",34.4,9.4,34.4,"99.202456563","93.694385859",467,290,895,25,40.2
"Moncada, Yoán",660162,2020,231,31.2,12.1,".309",".290",33.8,6.2,33.1,"98.732421563","93.432022969",537,253,981,30.5,43.1
"Acuña Jr., Ronald",660670,2020,202,29.7,18.8,".413",".422",34,16,56,"105.3485436","97.591202626",555,233,876,29.9,40.5
"Riley, Austin",663586,2020,206,23.8,7.8,".307",".342",30.7,10,42.9,"101.303326667","95.046922681",413,249,773,30.1,54.2
"Tucker, Kyle",663656,2020,228,20.2,7.9,".349",".327",34.1,9.1,44.5,"100.585821585","94.801780307",476,221,862,22.5,50.5
"Grisham, Trent",663757,2020,252,25.4,12.3,".349",".364",37.9,11.1,41.8,"100.546281528","94.492469653",670,209,1048,24.2,38.3
"Happ, Ian",664023,2020,231,27.3,13,".369",".362",37.5,10.3,48.5,"101.293754179","95.210163083",531,232,941,35.7,43.5
"Lowe, Brandon",664040,2020,224,25.9,11.2,".385",".381",37.2,17.5,43.1,"101.582307353","95.064492574",426,257,882,35.7,46.9
"Fletcher, David",664058,2020,230,10.9,8.7,".350",".316",30.8,0.5,17.8,"93.861628587","90.930814293",622,206,906,8.6,37.2
"Tatis Jr., Fernando",665487,2020,257,23.7,10.5,".392",".422",32.3,19.5,62.2,"105.418141463","98.319840671",581,247,988,28.2,47
"Guerrero Jr., Vladimir",665489,2020,243,15.6,8.2,".338",".338",29.5,8.7,50.8,"104.137539231","96.564434725",557,206,907,24.7,47.9
"Soto, Juan",665742,2020,196,14.3,20.9,".478",".475",33.3,18.3,51.6,"104.179163651","96.71684",461,190,827,21.4,36.2
"Gurriel Jr., Lourdes",666971,2020,224,21.4,6.3,".372",".347",39.5,11.7,49.4,"101.125280494","95.206539938",476,237,832,26.3,51.2
"Reynolds, Bryan",668804,2020,208,27.4,10.1,".278",".314",35.2,10.2,38.3,"99.182354844","93.601750078",453,245,863,27.7,46.8
"Edman, Tommy",669242,2020,227,21.1,7,".302",".315",31,3.8,33.5,"98.038288205","93.038931538",500,220,876,19,42.7
"Solak, Nick",669256,2020,233,18,7.7,".297",".318",27.5,4.7,40.4,"99.55755","94.098003235",515,248,895,19.1,43.8
"Hiura, Keston",669374,2020,246,34.6,6.5,".304",".318",34.3,14.2,39.6,"99.973661343","94.067657368",600,264,990,42.7,50.1
"Lopez, Nicky",670032,2020,192,21.4,9.4,".254",".287",30.5,1.5,26.7,"95.483714921","91.77179232",446,178,749,21,44.6
"Robert Jr., Luis",673357,2020,227,32.2,8.8,".316",".329",36.6,13,40.5,"101.465314462","94.80674876",487,299,882,41.5,57.6
"Cabrera, Miguel",408234,2021,526,22.4,7.6,".305",".315",32.8,8.3,49,"101.953387486","95.613068408",1227,550,2035,25.8,49.4
"Cruz, Nelson",443558,2021,584,21.6,8.7,".346",".363",31.8,13.6,52.5,"105.497885455","97.364589369",1214,638,2198,30.7,51
"Peralta, David",444482,2021,538,17.1,8.6,".314",".293",27.2,5,41.8,"101.204662576","94.748489747",1168,504,2062,21.3,46.5
"Blackmon, Charlie",453568,2021,582,15.6,9.3,".333",".359",32.6,7,38.5,"99.359821596","93.750499272",1311,460,2144,20.2,47.3
"McCutchen, Andrew",457705,2021,574,23,14.1,".335",".340",33.6,9,39.5,"99.449259775","93.945349747",1263,729,2308,25.9,41.7
"Turner, Justin",457759,2021,612,16,10,".358",".359",36.5,7.9,42.4,"99.559758318","94.25153575",1451,723,2465,17.7,44.5
"Votto, Joey",458015,2021,533,23.8,14.4,".391",".406",44.3,17.2,53.2,"102.539441104","96.093851969",1254,561,2232,29.4,43.9
"Andrus, Elvis",462101,2021,541,15,5.7,".270",".308",34,2.1,34.8,"98.143821256","93.154317918",1173,570,2053,19.6,48.9
"Santana, Carlos",467793,2021,659,15.5,13.1,".294",".335",28,6.8,41.9,"100.529242479","94.571698094",1485,583,2706,22.3,43.4
"Lowrie, Jed",476704,2021,512,21.1,9.6,".311",".343",36.5,9.3,45.9,"100.200115198","94.60925779",1182,489,2033,24.2,46.7
"Brantley, Michael",488726,2021,508,10.4,6.5,".347",".361",38.8,5.8,42.9,"99.686219375","94.187918365",1115,416,1868,10.9,45.6
"Gurriel, Yuli",493329,2021,605,11.2,9.8,".363",".326",31,3.4,42,"99.889790127","94.187271203",1361,578,2292,13.9,42.8
"Rojas, Miguel",500743,2021,539,13.7,6.9,".311",".287",32.4,2.8,32.9,"96.919576095","92.460967976",1205,570,2001,19.3,45.7
"Escobar, Eduardo",500871,2021,599,20.7,8,".334",".328",38,8.9,34.5,"98.233403679","93.168115165",1434,570,2404,23.9,49.5
"Pham, Tommy",502054,2021,561,22.8,13.9,".318",".350",35.6,10,47.6,"101.782107886","95.261546371",1461,668,2374,23.6,38.2
"Martinez, J.D.",502110,2021,634,23.7,8.7,".364",".374",41.2,12.5,49.4,"102.421753991","95.887919576",1361,688,2410,29.2,54.2
"Goldschmidt, Paul",502671,2021,679,20,9.9,".373",".397",36.9,13.6,50.6,"102.744108602","96.119572675",1532,906,2751,24.9,44.2
"Altuve, Jose",514888,2021,678,13.4,9.7,".357",".332",32.1,6.4,35,"98.384760909","93.261160455",1364,700,2489,15.9,47.4
"Hernández, César",514917,2021,637,21.2,9.3,".302",".311",32.6,6.8,33.2,"98.368510187","93.237272693",1472,456,2457,22,47.1
"Segura, Jean",516416,2021,567,13.8,6.9,".338",".319",31.1,5.9,37.4,"99.697739358","93.921203784",1334,569,2182,17.3,48.7
"Marte, Starling",516782,2021,526,18.8,8.2,".364",".347",32.6,8.4,39.6,"100.239516776","94.207705479",1121,559,1970,24.6,49.5
"Donaldson, Josh",518626,2021,543,21,13.6,".353",".388",30.2,17.4,52.7,"104.204804343","97.023133829",1213,624,2125,27.6,45.2
"Freeman, Freddie",518692,2021,695,15.4,12.2,".379",".413",37.2,11.5,46.1,"101.764448826","95.351215951",1601,594,2688,21,51.2
"LeMahieu, DJ",518934,2021,679,13.8,10.8,".315",".340",33.3,3.7,43.5,"100.113305573","94.512956356",1723,614,2660,14.4,41.4
"Rizzo, Anthony",519203,2021,576,15.1,9,".339",".347",31.4,7.7,41.1,"100.696655631","94.60294966",1334,520,2230,20.8,46.5
"Stanton, Giancarlo",519317,2021,579,27.1,10.9,".370",".359",32.6,15.7,56.3,"108.657830625","99.263673807",1370,697,2426,32.6,44.2
"Perez, Salvador",521692,2021,665,25.6,4.2,".359",".371",34.1,16.3,56.2,"104.087645903","97.05981185",1220,756,2392,33.7,58.9
"García, Avisaíl",541645,2021,515,23.5,7.4,".346",".366",35.9,12.2,46.4,"102.661785607","95.672483217",940,576,1756,33.7,58.1
"Villar, Jonathan",542340,2021,505,26.1,9.1,".320",".307",29.9,7.4,34.9,"99.828691447","93.930594182",1177,441,1967,30.1,49.9
"Aguilar, Jesús",542583,2021,510,18.2,9,".334",".334",34.7,8.5,41,"100.000025495","94.305900248",1171,610,2066,25.9,44.8
"Crawford, Brandon",543063,2021,549,19.1,10.2,".377",".356",35.8,11.5,43.3,"99.818696492","94.078049948",1123,544,2136,29.3,51.7
"Cron, C.J.",543068,2021,547,21.4,11,".383",".364",31.9,11.5,42,"101.733108492","94.934202465",1252,570,2191,27.4,47.1
"Grossman, Robbie",543257,2021,671,23.1,14.6,".337",".334",39.5,7.6,34.1,"97.650887745","92.935303661",1695,604,2817,21.6,38.4
"Harrison, Josh",543281,2021,558,13.4,5.6,".325",".333",39.5,4.4,32.6,"97.20370125","92.65377125",1108,525,1877,18.8,55.4
"Hosmer, Eric",543333,2021,565,17.5,8.5,".319",".326",26.6,5.8,47,"102.446751471","95.653349314",1252,632,2200,22.9,48.3
"Semien, Marcus",543760,2021,724,20.2,9.1,".368",".336",35.2,9.8,41.3,"99.347364664","93.999108178",1649,851,2923,21.5,45.1
"Grichuk, Randal",545341,2021,545,20.9,5,".300",".297",30.4,8.5,41.1,"101.265902714","94.873053501",1103,597,2004,23.2,52.3
"Harper, Bryce",547180,2021,599,22.4,16.7,".431",".430",38.9,18.1,49.7,"104.095508409","96.641756068",1278,681,2401,32,47.5
"Abreu, José",547989,2021,659,21.7,9.3,".354",".349",31.2,10.2,49.3,"102.892077685","95.964420464",1533,757,2606,27.7,48.4
"Suárez, Eugenio",553993,2021,574,29.8,9.8,".306",".326",33,15,39.8,"100.26923","94.340085339",1361,695,2391,29.5,42.7
"Schoop, Jonathan",570731,2021,674,19.7,5.5,".324",".311",30.1,6.8,40.2,"101.189261968","94.661372435",1514,690,2588,24.7,52.5
"Arenado, Nolan",571448,2021,653,14.7,7.7,".336",".311",34.1,6.7,37.5,"98.719642976","93.570965437",1408,778,2443,18.5,46.8
"Farmer, Kyle",571657,2021,529,18.3,4.2,".316",".302",36,4.3,31.9,"97.545416308","92.888295077",1100,602,1955,20,49.9
"Haniger, Mitch",571745,2021,691,24.5,7.8,".340",".350",33.6,12.6,45.1,"100.90811287","94.762439739",1482,777,2775,29.8,46.6
"Hernández, Enrique",571771,2021,585,18.8,10.4,".338",".346",36.5,8.4,43.2,"99.999080443","94.357513827",1342,566,2265,23.5,44.6
"Muncy, Max",571970,2021,592,20.3,14,".379",".407",34.9,16.1,46.6,"102.0590325","95.545324574",1240,772,2434,23.4,37.6
"Seager, Kyle",572122,2021,670,24,8.8,".308",".319",35.7,12.3,40.1,"99.68216","94.062280564",1224,795,2554,29.7,49.6
"Taylor, Michael A.",572191,2021,528,27.3,6.3,".286",".300",30.6,6.6,40.2,"100.404271228","94.393365396",1267,604,2113,31.2,51.9
"Yastrzemski, Mike",573262,2021,532,24.6,9.6,".326",".318",33.1,10.3,39.3,"99.157264671","93.794353174",1166,600,2103,24.2,45.9
"Iglesias, Jose",578428,2021,511,14.7,4.1,".304",".297",35.5,3.4,28.6,"96.57281701","92.297143784",1063,510,1858,18.9,55
"Bryant, Kris",592178,2021,586,23,10.6,".356",".346",37.1,10.3,40,"99.222537","93.821051447",1211,637,2232,28,48.7
"Canha, Mark",592192,2021,625,20.5,12.3,".333",".332",36.1,7.1,35.4,"97.938321269","93.004303181",1543,765,2642,21.5,40.5
"Castellanos, Nick",592206,2021,585,20.7,7,".391",".374",44,10.6,46.9,"101.478243413","95.160421779",1071,710,2143,30.7,55
"Judge, Aaron",592450,2021,633,25,11.8,".387",".418",38.5,17.6,58.4,"107.090197563","98.864780584",1368,800,2654,29.1,42.5
"Machado, Manny",592518,2021,640,15.9,9.8,".350",".376",33.8,13.3,52.2,"104.861270593","97.161278811",1305,595,2238,23,48
"Realmuto, J.T.",592663,2021,537,24,8.9,".336",".329",31.2,8.6,44.7,"101.300227486","94.997809341",1175,656,2096,27,49.5
"Renfroe, Hunter",592669,2021,572,22.7,7.7,".344",".354",32.7,14.4,44.3,"102.674148889","95.514085899",1255,613,2191,25.9,48.2
"Merrifield, Whit",593160,2021,720,14.3,5.6,".306",".301",40,3.5,28.8,"96.198273099","92.10313669",1532,767,2608,18.3,50
"Bogaerts, Xander",593428,2021,603,18.7,10.3,".368",".359",36.4,9.7,43,"100.949849336","94.630657583",1416,681,2505,22,45.7
"Polanco, Jorge",593871,2021,644,18.3,7,".349",".348",36.1,10.1,37.4,"99.644968803","94.059153897",1356,574,2489,19.7,49.5
"Sanó, Miguel",593934,2021,532,34.4,11.1,".332",".322",32.3,17.7,55.9,"105.463960417","97.768462404",1147,666,2195,38.2,44.6
"Duvall, Adam",594807,2021,555,31.4,6.3,".324",".330",33.3,16.1,43.9,"101.576989532","95.059923684",1214,648,2158,29.3,50
"Báez, Javier",595879,2021,547,33.6,5.1,".344",".321",32.7,13.4,45.2,"102.100878994","95.40051456",1108,661,2065,40.6,56.9
"Lindor, Francisco",596019,2021,524,18.3,11.1,".317",".344",35.6,8.2,44.1,"100.654597006","94.782827712",1175,565,2096,23.2,47.4
"Story, Trevor",596115,2021,595,23.4,8.9,".341",".335",34.2,9.9,42.6,"100.826442959","94.729589592",1385,683,2402,27.4,50.8
"Candelario, Jeimer",600869,2021,626,21.6,10.4,".344",".356",38.6,9,39.1,"99.820428626","94.030826508",1413,624,2547,23.5,47.6
"Bell, Josh",605137,2021,568,17.8,11.4,".352",".362",28.5,8.8,52,"103.31235455","96.348443033",1173,509,2182,24.1,46.7
"Betts, Mookie",605141,2021,550,15.6,12.4,".365",".357",34,7.8,41,"99.139157135","94.102277154",1297,685,2232,16.8,40.4
"Tapia, Raimel",606132,2021,533,13.1,7.5,".305",".273",19.9,2.1,31.5,"96.953380048","92.476739258",1261,435,1973,14.7,51.2
"Hernández, Teoscar",606192,2021,595,24.9,6.1,".369",".370",37.4,13.9,49,"103.3032702","96.169584775",1296,682,2290,31.8,51.8
"Turner, Trea",607208,2021,646,17,6.3,".386",".364",34.6,7.4,46.2,"101.311622295","94.938968542",1357,802,2487,23,49.2
"Ramírez, José",608070,2021,636,13.7,11.3,".372",".376",33.4,11.1,42.4,"100.831039528","94.777982232",1388,593,2675,14.9,43
"Gallo, Joey",608336,2021,616,34.6,18,".348",".352",29.4,18.5,45.8,"103.455349562","96.100400474",1436,632,2612,38.8,40.4
"Swanson, Dansby",621020,2021,653,25.6,8,".322",".332",36.8,11.4,42.7,"99.888272056","94.152698735",1371,833,2578,30.4,48.1
"Newman, Kevin",621028,2021,554,7.4,4.9,".249",".275",32,1.6,26,"95.837500212","91.93298839",1143,573,1926,12.1,44.9
"Taylor, Chris",621035,2021,582,28.7,10.8,".338",".329",38.1,10.2,38.1,"99.754756176","93.990311298",1378,706,2384,32.8,45.6
"Correa, Carlos",621043,2021,640,18.1,11.7,".364",".369",33.5,9.4,42.7,"101.559240852","95.042767326",1517,702,2610,20.9,42.1
"Olson, Matt",621566,2021,673,16.8,13.1,".379",".378",32.4,12.7,48.8,"102.889106926","95.968662554",1598,727,2774,23.1,47
"Alonso, Pete",624413,2021,637,19.9,9.4,".363",".377",34.5,14.8,47.3,"103.709055662","96.163804165",1386,587,2298,24.9,49.3
"Frazier, Adam",624428,2021,639,10.8,7.5,".341",".324",38.9,1,25.2,"94.770636087","91.395336317",1404,599,2352,12.4,47.6
"Soler, Jorge",624585,2021,602,23.6,11.1,".323",".359",30.9,12.7,47,"103.589178942","96.139729418",1222,823,2413,29.2,44.8
"Cronenworth, Jake",630105,2021,643,14,8.6,".341",".344",35.8,7.2,35,"98.727004664","93.509905895",1586,454,2435,13.7,43.2
"Meadows, Austin",640457,2021,591,20.6,10,".327",".326",36.1,8.7,37.9,"99.236473035","93.763605871",1387,566,2366,24.4,46.7
"Anderson, Tim",641313,2021,551,21.6,4,".345",".324",32.5,7.8,42.3,"100.468994726","94.526930721",1128,618,2010,25.9,57.8
"Crawford, J.P.",641487,2021,687,16.6,8.4,".314",".298",34.3,2.4,30.6,"97.337774462","92.671236474",1767,612,2791,15.5,44.2
"Dozier, Hunter",641531,2021,543,28.4,7.9,".293",".299",33,8.8,42.2,"100.920294588","94.659477906",1045,714,2076,32.4,48.8
"Mancini, Trey",641820,2021,616,23.2,8.3,".326",".341",36,10.4,42,"101.505868937","94.869304891",1341,700,2468,29.6,47
"McMahon, Ryan",641857,2021,596,24.7,9.9,".334",".325",40.2,7.3,43.5,"100.810510524","94.736908351",1383,576,2388,29.2,48.8
"O'Neill, Tyler",641933,2021,537,31.3,7.1,".384",".389",39.9,17.9,52.2,"104.172238365","97.016212516",1127,704,2070,34.7,49.8
"Rosario, Amed",642708,2021,588,20.4,5.3,".315",".300",32,2.8,43.5,"100.03613414","94.229745093",1211,636,2156,24.8,48.9
"Adames, Willy",642715,2021,555,28.1,10.3,".349",".325",35.1,11.4,44.7,"100.71382731","94.667554152",1258,619,2221,32.6,48.9
"Benintendi, Andrew",643217,2021,538,18,6.7,".328",".331",38.5,8.9,43.2,"98.80441545","93.810618421",1214,442,2045,22.5,52.5
"Kiner-Falefa, Isiah",643396,2021,677,13.3,4.1,".293",".292",31.6,1.8,28.8,"96.328326447","92.167027033",1431,631,2396,14.5,46.5
"Albies, Ozzie",645277,2021,686,18.7,6.9,".336",".329",37,9.3,37.2,"98.68556664","93.56121501",1425,705,2608,24.9,56.8
"Devers, Rafael",646240,2021,664,21.5,9.3,".373",".394",35.2,15,51.8,"104.101831156","96.761008486",1655,477,2502,27.7,53.6
